source,field,type,rows,nulls,distinct,numericNonNull,nonNumericNonNull,meaning
S05,PAN,float64,10916,49,273,10867,0,Nombre literal de la fuente
S06,id,float64,4080,0,4080,4080,0,Nombre literal de la fuente
S06,entidad,int64,4080,0,1,4080,0,Nombre literal de la fuente
S06,distrito_f,int64,4080,0,20,4080,0,Nombre literal de la fuente
S06,distrito_l,int64,4080,0,20,4080,0,Nombre literal de la fuente
S06,municipio,int64,4080,0,125,4080,0,Nombre literal de la fuente
S06,seccion,int64,4080,0,4080,4080,0,Nombre literal de la fuente
S06,tipo,int64,4080,0,3,4080,0,Nombre literal de la fuente
S06,control,float64,4080,0,4080,4080,0,Nombre literal de la fuente
S06,UID,float64,4080,572,3508,3508,0,Sin definición documental; conservar nombre original
S06,UENTIDAD,float64,4080,572,1,3508,0,Sin definición documental; conservar nombre original
S06,UPOBTOT,float64,4080,572,2245,3508,0,Sin definición documental; conservar nombre original
S06,UPOBFEM,float64,4080,573,1685,3507,0,Sin definición documental; conservar nombre original
S06,UPOBMAS,float64,4080,573,1641,3507,0,Sin definición documental; conservar nombre original
S06,UP_0A2,float64,4080,573,380,3507,0,Sin definición documental; conservar nombre original
S06,UP_0A2_F,float64,4080,573,227,3507,0,Sin definición documental; conservar nombre original
S06,UP_0A2_M,float64,4080,573,229,3507,0,Sin definición documental; conservar nombre original
S06,UP_0A17,float64,4080,573,1282,3507,0,Sin definición documental; conservar nombre original
S06,UP_3YMAS,float64,4080,573,2218,3507,0,Sin definición documental; conservar nombre original
S06,UP_3YMAS_F,float64,4080,573,1657,3507,0,Sin definición documental; conservar nombre original
S06,UP_3YMAS_M,float64,4080,573,1620,3507,0,Sin definición documental; conservar nombre original
S06,UP_5YMAS,float64,4080,573,2196,3507,0,Sin definición documental; conservar nombre original
S06,UP_5YMAS_F,float64,4080,573,1623,3507,0,Sin definición documental; conservar nombre original
S06,UP_5YMAS_M,float64,4080,573,1557,3507,0,Sin definición documental; conservar nombre original
S06,UP_12YMAS,float64,4080,573,2050,3507,0,Sin definición documental; conservar nombre original
S06,UP_12YMAS_,float64,4080,573,1504,3507,0,Sin definición documental; conservar nombre original
S06,UP_12YMA_1,float64,4080,573,1435,3507,0,Sin definición documental; conservar nombre original
S06,UP_15YMAS,float64,4080,573,2020,3507,0,Sin definición documental; conservar nombre original
S06,UP_15YMAS_,float64,4080,573,1448,3507,0,Sin definición documental; conservar nombre original
S06,UP_15YMA_1,float64,4080,573,1399,3507,0,Sin definición documental; conservar nombre original
S06,UP_18YMAS,float64,4080,573,1930,3507,0,Sin definición documental; conservar nombre original
S06,UP_18YMAS_,float64,4080,573,1399,3507,0,Sin definición documental; conservar nombre original
S06,UP_18YMA_1,float64,4080,573,1331,3507,0,Sin definición documental; conservar nombre original
S06,UP_3A5,float64,4080,573,410,3507,0,Sin definición documental; conservar nombre original
S06,UP_3A5_F,float64,4080,573,251,3507,0,Sin definición documental; conservar nombre original
S06,UP_3A5_M,float64,4080,573,252,3507,0,Sin definición documental; conservar nombre original
S06,UP_6A11,float64,4080,573,661,3507,0,Sin definición documental; conservar nombre original
S06,UP_6A11_F,float64,4080,573,407,3507,0,Sin definición documental; conservar nombre original
S06,UP_6A11_M,float64,4080,573,413,3507,0,Sin definición documental; conservar nombre original
S06,UP_8A14,float64,4080,573,725,3507,0,Sin definición documental; conservar nombre original
S06,UP_8A14_F,float64,4080,573,449,3507,0,Sin definición documental; conservar nombre original
S06,UP_8A14_M,float64,4080,573,455,3507,0,Sin definición documental; conservar nombre original
S06,UP_12A14,float64,4080,573,402,3507,0,Sin definición documental; conservar nombre original
S06,UP_12A14_F,float64,4080,573,236,3507,0,Sin definición documental; conservar nombre original
S06,UP_12A14_M,float64,4080,573,246,3507,0,Sin definición documental; conservar nombre original
S06,UP_15A17,float64,4080,573,401,3507,0,Sin definición documental; conservar nombre original
S06,UP_15A17_F,float64,4080,573,245,3507,0,Sin definición documental; conservar nombre original
S06,UP_15A17_M,float64,4080,573,244,3507,0,Sin definición documental; conservar nombre original
S06,UP_18A24,float64,4080,573,701,3507,0,Sin definición documental; conservar nombre original
S06,UP_18A24_F,float64,4080,573,432,3507,0,Sin definición documental; conservar nombre original
S06,UP_18A24_M,float64,4080,573,436,3507,0,Sin definición documental; conservar nombre original
S06,UP_15A49_F,float64,4080,573,1179,3507,0,Sin definición documental; conservar nombre original
S06,UP_60YMAS,float64,4080,573,628,3507,0,Sin definición documental; conservar nombre original
S06,UP_60YMAS_,float64,4080,573,392,3507,0,Sin definición documental; conservar nombre original
S06,UP_60YMA_1,float64,4080,573,341,3507,0,Sin definición documental; conservar nombre original
S06,UREL_H_M,float64,4080,573,1892,3507,0,Sin definición documental; conservar nombre original
S06,UPOB0_14,float64,4080,573,1148,3507,0,Sin definición documental; conservar nombre original
S06,UPOB15_64,float64,4080,573,1886,3507,0,Sin definición documental; conservar nombre original
S06,UPOB65_MAS,float64,4080,573,452,3507,0,Sin definición documental; conservar nombre original
S06,UPOB_EDADN,float64,4080,573,72,3507,0,Sin definición documental; conservar nombre original
S06,UPROM_HNV,float64,4080,573,278,3507,0,Sin definición documental; conservar nombre original
S06,UPNACENT,float64,4080,573,2130,3507,0,Sin definición documental; conservar nombre original
S06,UPNACENT_F,float64,4080,573,1561,3507,0,Sin definición documental; conservar nombre original
S06,UPNACENT_M,float64,4080,573,1531,3507,0,Sin definición documental; conservar nombre original
S06,UPNACOE,float64,4080,573,791,3507,0,Sin definición documental; conservar nombre original
S06,UPNACOE_F,float64,4080,573,518,3507,0,Sin definición documental; conservar nombre original
S06,UPNACOE_M,float64,4080,573,517,3507,0,Sin definición documental; conservar nombre original
S06,UPRES2015,float64,4080,573,2167,3507,0,Sin definición documental; conservar nombre original
S06,UPRES2015_,float64,4080,573,1604,3507,0,Sin definición documental; conservar nombre original
S06,UPRES201_1,float64,4080,573,1535,3507,0,Sin definición documental; conservar nombre original
S06,UPRESOE15,float64,4080,573,278,3507,0,Sin definición documental; conservar nombre original
S06,UPRESOE15_,float64,4080,573,171,3507,0,Sin definición documental; conservar nombre original
S06,UPRESOE1_1,float64,4080,573,184,3507,0,Sin definición documental; conservar nombre original
S06,UP3YM_HLI,float64,4080,573,141,3507,0,Sin definición documental; conservar nombre original
S06,UP3YM_HLI_,float64,4080,573,90,3507,0,Sin definición documental; conservar nombre original
S06,UP3YM_HL_1,float64,4080,573,98,3507,0,Sin definición documental; conservar nombre original
S06,UP3HLINHE,float64,4080,573,22,3507,0,Sin definición documental; conservar nombre original
S06,UP3HLINHE_,float64,4080,573,17,3507,0,Sin definición documental; conservar nombre original
S06,UP3HLINH_1,float64,4080,573,17,3507,0,Sin definición documental; conservar nombre original
S06,UP3HLI_HE,float64,4080,573,136,3507,0,Sin definición documental; conservar nombre original
S06,UP3HLI_HE_,float64,4080,573,90,3507,0,Sin definición documental; conservar nombre original
S06,UP3HLI_H_1,float64,4080,573,91,3507,0,Sin definición documental; conservar nombre original
S06,UP5_HLI,float64,4080,573,143,3507,0,Sin definición documental; conservar nombre original
S06,UP5_HLI_NH,float64,4080,573,22,3507,0,Sin definición documental; conservar nombre original
S06,UP5_HLI_HE,float64,4080,573,135,3507,0,Sin definición documental; conservar nombre original
S06,UPHOG_IND,float64,4080,573,194,3507,0,Sin definición documental; conservar nombre original
S06,UPOB_AFRO,float64,4080,573,249,3507,0,Sin definición documental; conservar nombre original
S06,UPOB_AFRO_,float64,4080,573,165,3507,0,Sin definición documental; conservar nombre original
S06,UPOB_AFR_1,float64,4080,573,167,3507,0,Sin definición documental; conservar nombre original
S06,UPCON_DISC,float64,4080,573,344,3507,0,Sin definición documental; conservar nombre original
S06,UPCDISC_MO,float64,4080,573,199,3507,0,Sin definición documental; conservar nombre original
S06,UPCDISC_VI,float64,4080,573,193,3507,0,Sin definición documental; conservar nombre original
S06,UPCDISC_LE,float64,4080,573,87,3507,0,Sin definición documental; conservar nombre original
S06,UPCDISC_AU,float64,4080,573,94,3507,0,Sin definición documental; conservar nombre original
S06,UPCDISC_M_,float64,4080,573,98,3507,0,Sin definición documental; conservar nombre original
S06,UPCDISC_ME,float64,4080,573,102,3507,0,Sin definición documental; conservar nombre original
S06,UPCON_LIMI,float64,4080,573,612,3507,0,Sin definición documental; conservar nombre original
S06,UPCLIM_CSB,float64,4080,573,257,3507,0,Sin definición documental; conservar nombre original
S06,UPCLIM_VIS,float64,4080,573,432,3507,0,Sin definición documental; conservar nombre original
S06,UPCLIM_HAC,float64,4080,573,85,3507,0,Sin definición documental; conservar nombre original
S06,UPCLIM_OAU,float64,4080,573,175,3507,0,Sin definición documental; conservar nombre original
S06,UPCLIM_MOT,float64,4080,573,72,3507,0,Sin definición documental; conservar nombre original
S06,UPCLIM_RE_,float64,4080,573,194,3507,0,Sin definición documental; conservar nombre original
S06,UPCLIM_PME,float64,4080,573,139,3507,0,Sin definición documental; conservar nombre original
S06,UPSIND_LIM,float64,4080,573,2115,3507,0,Sin definición documental; conservar nombre original
S06,UP3A5_NOA,float64,4080,573,226,3507,0,Sin definición documental; conservar nombre original
S06,UP3A5_NOA_,float64,4080,573,131,3507,0,Sin definición documental; conservar nombre original
S06,UP3A5_NO_1,float64,4080,573,136,3507,0,Sin definición documental; conservar nombre original
S06,UP6A11_NOA,float64,4080,573,90,3507,0,Sin definición documental; conservar nombre original
S06,UP6A11_N_1,float64,4080,573,53,3507,0,Sin definición documental; conservar nombre original
S06,UP6A11_N_2,float64,4080,573,55,3507,0,Sin definición documental; conservar nombre original
S06,UP12A14NOA,float64,4080,573,89,3507,0,Sin definición documental; conservar nombre original
S06,UP12A14N_1,float64,4080,573,50,3507,0,Sin definición documental; conservar nombre original
S06,UP12A14N_2,float64,4080,573,59,3507,0,Sin definición documental; conservar nombre original
S06,UP15A17A,float64,4080,573,311,3507,0,Sin definición documental; conservar nombre original
S06,UP15A17A_F,float64,4080,573,186,3507,0,Sin definición documental; conservar nombre original
S06,UP15A17A_M,float64,4080,573,174,3507,0,Sin definición documental; conservar nombre original
S06,UP18A24A,float64,4080,573,335,3507,0,Sin definición documental; conservar nombre original
S06,UP18A24A_F,float64,4080,573,200,3507,0,Sin definición documental; conservar nombre original
S06,UP18A24A_M,float64,4080,573,196,3507,0,Sin definición documental; conservar nombre original
S06,UP8A14AN,float64,4080,573,59,3507,0,Sin definición documental; conservar nombre original
S06,UP8A14AN_F,float64,4080,573,35,3507,0,Sin definición documental; conservar nombre original
S06,UP8A14AN_M,float64,4080,573,40,3507,0,Sin definición documental; conservar nombre original
S06,UP15YM_AN,float64,4080,573,222,3507,0,Sin definición documental; conservar nombre original
S06,UP15YM_AN_,float64,4080,573,143,3507,0,Sin definición documental; conservar nombre original
S06,UP15YM_A_1,float64,4080,573,125,3507,0,Sin definición documental; conservar nombre original
S06,UP15YM_SE,float64,4080,573,265,3507,0,Sin definición documental; conservar nombre original
S06,UP15YM_SE_,float64,4080,573,160,3507,0,Sin definición documental; conservar nombre original
S06,UP15YM_S_1,float64,4080,573,155,3507,0,Sin definición documental; conservar nombre original
S06,UP15PRI_IN,float64,4080,573,464,3507,0,Sin definición documental; conservar nombre original
S06,UP15PRI__1,float64,4080,573,274,3507,0,Sin definición documental; conservar nombre original
S06,UP15PRI__2,float64,4080,573,266,3507,0,Sin definición documental; conservar nombre original
S06,UP15PRI_CO,float64,4080,573,667,3507,0,Sin definición documental; conservar nombre original
S06,UP15PRI__3,float64,4080,573,424,3507,0,Sin definición documental; conservar nombre original
S06,UP15PRI__4,float64,4080,573,398,3507,0,Sin definición documental; conservar nombre original
S06,UP15SEC_IN,float64,4080,573,254,3507,0,Sin definición documental; conservar nombre original
S06,UP15SEC__1,float64,4080,573,137,3507,0,Sin definición documental; conservar nombre original
S06,UP15SEC__2,float64,4080,573,162,3507,0,Sin definición documental; conservar nombre original
S06,UP15SEC_CO,float64,4080,573,927,3507,0,Sin definición documental; conservar nombre original
S06,UP15SEC__3,float64,4080,573,594,3507,0,Sin definición documental; conservar nombre original
S06,UP15SEC__4,float64,4080,573,574,3507,0,Sin definición documental; conservar nombre original
S06,UP18YM_PB,float64,4080,573,1378,3507,0,Sin definición documental; conservar nombre original
S06,UP18YM_PB_,float64,4080,573,891,3507,0,Sin definición documental; conservar nombre original
S06,UP18YM_P_1,float64,4080,573,876,3507,0,Sin definición documental; conservar nombre original
S06,UGRAPROES,float64,4080,573,913,3507,0,Sin definición documental; conservar nombre original
S06,UGRAPROES_,float64,4080,573,861,3507,0,Sin definición documental; conservar nombre original
S06,UGRAPROE_1,float64,4080,573,990,3507,0,Sin definición documental; conservar nombre original
S06,UPEA,float64,4080,573,1697,3507,0,Sin definición documental; conservar nombre original
S06,UPEA_F,float64,4080,573,1045,3507,0,Sin definición documental; conservar nombre original
S06,UPEA_M,float64,4080,573,1241,3507,0,Sin definición documental; conservar nombre original
S06,UPE_INAC,float64,4080,573,1210,3507,0,Sin definición documental; conservar nombre original
S06,UPE_INAC_F,float64,4080,573,953,3507,0,Sin definición documental; conservar nombre original
S06,UPE_INAC_M,float64,4080,573,545,3507,0,Sin definición documental; conservar nombre original
S06,UPOCUPADA,float64,4080,573,1679,3507,0,Sin definición documental; conservar nombre original
S06,UPOCUPADA_,float64,4080,573,1031,3507,0,Sin definición documental; conservar nombre original
S06,UPOCUPAD_1,float64,4080,573,1227,3507,0,Sin definición documental; conservar nombre original
S06,UPDESOCUP,float64,4080,573,98,3507,0,Sin definición documental; conservar nombre original
S06,UPDESOCUP_,float64,4080,573,40,3507,0,Sin definición documental; conservar nombre original
S06,UPDESOCU_1,float64,4080,573,73,3507,0,Sin definición documental; conservar nombre original
S06,UPSINDER,float64,4080,573,1295,3507,0,Sin definición documental; conservar nombre original
S06,UPDER_SS,float64,4080,573,1972,3507,0,Sin definición documental; conservar nombre original
S06,UPDER_IMSS,float64,4080,573,1729,3507,0,Sin definición documental; conservar nombre original
S06,UPDER_ISTE,float64,4080,573,290,3507,0,Sin definición documental; conservar nombre original
S06,UPDER_IS_1,float64,4080,573,37,3507,0,Sin definición documental; conservar nombre original
S06,UPAFIL_PDO,float64,4080,573,82,3507,0,Sin definición documental; conservar nombre original
S06,UPDER_SEGP,float64,4080,573,978,3507,0,Sin definición documental; conservar nombre original
S06,UPDER_IM_1,float64,4080,573,78,3507,0,Sin definición documental; conservar nombre original
S06,UPAFIL_IPR,float64,4080,573,352,3507,0,Sin definición documental; conservar nombre original
S06,UPAFIL_OTR,float64,4080,573,147,3507,0,Sin definición documental; conservar nombre original
S06,UP12YM_SOL,float64,4080,573,1242,3507,0,Sin definición documental; conservar nombre original
S06,UP12YM_CAS,float64,4080,573,1508,3507,0,Sin definición documental; conservar nombre original
S06,UP12YM_SEP,float64,4080,573,546,3507,0,Sin definición documental; conservar nombre original
S06,UPCATOLICA,float64,4080,573,2170,3507,0,Sin definición documental; conservar nombre original
S06,UPRO_CRIEV,float64,4080,573,419,3507,0,Sin definición documental; conservar nombre original
S06,UPOTRAS_RE,float64,4080,573,45,3507,0,Sin definición documental; conservar nombre original
S06,UPSIN_RELI,float64,4080,573,423,3507,0,Sin definición documental; conservar nombre original
S06,UTOTHOG,float64,4080,573,1184,3507,0,Sin definición documental; conservar nombre original
S06,UHOGJEF_F,float64,4080,573,588,3507,0,Sin definición documental; conservar nombre original
S06,UHOGJEF_M,float64,4080,573,913,3507,0,Sin definición documental; conservar nombre original
S06,UPOBHOG,float64,4080,573,2246,3507,0,Sin definición documental; conservar nombre original
S06,UPHOGJEF_F,float64,4080,573,1305,3507,0,Sin definición documental; conservar nombre original
S06,UPHOGJEF_M,float64,4080,573,1916,3507,0,Sin definición documental; conservar nombre original
S06,UVIVTOT,float64,4080,572,1357,3508,0,Sin definición documental; conservar nombre original
S06,UTVIVHAB,float64,4080,572,1184,3508,0,Sin definición documental; conservar nombre original
S06,UTVIVPAR,float64,4080,573,1306,3507,0,Sin definición documental; conservar nombre original
S06,UVIVPAR_HA,float64,4080,573,1139,3507,0,Sin definición documental; conservar nombre original
S06,UVIVPARH_C,float64,4080,573,1175,3507,0,Sin definición documental; conservar nombre original
S06,UTVIVPARHA,float64,4080,573,1184,3507,0,Sin definición documental; conservar nombre original
S06,UVIVPAR_DE,float64,4080,573,384,3507,0,Sin definición documental; conservar nombre original
S06,UVIVPAR_UT,float64,4080,573,262,3507,0,Sin definición documental; conservar nombre original
S06,UOCUPVIVPA,float64,4080,573,2246,3507,0,Sin definición documental; conservar nombre original
S06,UPROM_OCUP,float64,4080,573,252,3507,0,Sin definición documental; conservar nombre original
S06,UPRO_OCUP_,float64,4080,573,113,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_PISOD,float64,4080,573,1161,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_PISOT,float64,4080,573,92,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_1DOR,float64,4080,573,467,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_2YMAS,float64,4080,573,991,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_1CUAR,float64,4080,573,135,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_2CUAR,float64,4080,573,319,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_3YMAS,float64,4080,573,1069,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_C_ELE,float64,4080,573,1166,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_S_ELE,float64,4080,573,40,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_AGUAD,float64,4080,573,1180,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_AEASP,float64,4080,573,1164,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_AGUAF,float64,4080,573,71,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_TINAC,float64,4080,573,1028,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_CISTE,float64,4080,573,770,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_EXCSA,float64,4080,573,1168,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_LETR,float64,4080,573,26,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_DRENA,float64,4080,573,1188,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_NODRE,float64,4080,573,65,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_C_SER,float64,4080,573,1192,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_NDEAE,float64,4080,573,16,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_DSADM,float64,4080,573,1161,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_NDACM,float64,4080,573,625,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_SNBIE,float64,4080,573,37,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_REFRI,float64,4080,573,1143,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_LAVAD,float64,4080,573,1080,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_HMICR,float64,4080,573,850,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_AUTOM,float64,4080,573,849,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_MOTO,float64,4080,573,419,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_BICI,float64,4080,573,542,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_RADIO,float64,4080,573,967,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_TV,float64,4080,573,1148,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_PC,float64,4080,573,750,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_TELEF,float64,4080,573,733,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_CEL,float64,4080,573,1143,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_INTER,float64,4080,573,916,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_STVP,float64,4080,573,805,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_SPMVP,float64,4080,573,550,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_CVJ,float64,4080,573,404,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_SINRT,float64,4080,573,109,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_SINLT,float64,4080,573,140,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_SINCI,float64,4080,573,621,3507,0,Sin definición documental; conservar nombre original
S06,UVPH_SINTI,float64,4080,573,55,3507,0,Sin definición documental; conservar nombre original
S07,seccion,int64,4080,0,4080,4080,0,Nombre literal de la fuente
S07,PCT_SECC,float64,4080,0,434,4080,0,Nombre literal de la fuente
S07,Unnamed: 2,float64,4080,499,3581,3581,0,Sin definición documental; conservar nombre original
S07,Unnamed: 3,float64,4080,1053,3027,3027,0,Sin definición documental; conservar nombre original
S07,Unnamed: 4,float64,4080,1053,1,3027,0,Sin definición documental; conservar nombre original
S07,Unnamed: 5,float64,4080,1053,2080,3027,0,Sin definición documental; conservar nombre original
S07,Unnamed: 6,float64,4080,1054,1597,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 7,float64,4080,1054,1549,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 8,float64,4080,1054,372,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 9,float64,4080,1054,225,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 10,float64,4080,1054,226,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 11,float64,4080,1054,1220,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 12,float64,4080,1054,2034,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 13,float64,4080,1054,1576,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 14,float64,4080,1054,1532,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 15,float64,4080,1054,2031,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 16,float64,4080,1054,1550,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 17,float64,4080,1054,1492,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 18,float64,4080,1054,1915,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 19,float64,4080,1054,1428,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 20,float64,4080,1054,1380,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 21,float64,4080,1054,1895,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 22,float64,4080,1054,1388,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 23,float64,4080,1054,1348,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 24,float64,4080,1054,1802,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 25,float64,4080,1054,1351,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 26,float64,4080,1054,1283,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 27,float64,4080,1054,403,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 28,float64,4080,1054,245,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 29,float64,4080,1054,248,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 30,float64,4080,1054,643,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 31,float64,4080,1054,401,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 32,float64,4080,1054,405,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 33,float64,4080,1054,706,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 34,float64,4080,1054,441,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 35,float64,4080,1054,447,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 36,float64,4080,1054,397,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 37,float64,4080,1054,234,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 38,float64,4080,1054,243,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 39,float64,4080,1054,393,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 40,float64,4080,1054,240,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 41,float64,4080,1054,243,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 42,float64,4080,1054,684,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 43,float64,4080,1054,427,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 44,float64,4080,1054,428,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 45,float64,4080,1054,1138,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 46,float64,4080,1054,617,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 47,float64,4080,1054,389,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 48,float64,4080,1054,337,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 49,float64,4080,1054,1745,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 50,float64,4080,1054,1105,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 51,float64,4080,1054,1764,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 52,float64,4080,1054,449,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 53,float64,4080,1054,69,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 54,float64,4080,1054,277,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 55,float64,4080,1054,1979,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 56,float64,4080,1054,1488,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 57,float64,4080,1054,1463,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 58,float64,4080,1054,789,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 59,float64,4080,1054,515,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 60,float64,4080,1054,517,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 61,float64,4080,1054,2003,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 62,float64,4080,1054,1519,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 63,float64,4080,1054,1460,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 64,float64,4080,1054,277,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 65,float64,4080,1054,171,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 66,float64,4080,1054,183,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 67,float64,4080,1054,141,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 68,float64,4080,1054,90,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 69,float64,4080,1054,98,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 70,float64,4080,1054,22,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 71,float64,4080,1054,17,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 72,float64,4080,1054,17,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 73,float64,4080,1054,136,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 74,float64,4080,1054,90,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 75,float64,4080,1054,91,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 76,float64,4080,1054,143,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 77,float64,4080,1054,22,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 78,float64,4080,1054,135,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 79,float64,4080,1054,193,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 80,float64,4080,1054,230,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 81,float64,4080,1054,151,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 82,float64,4080,1054,150,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 83,float64,4080,1054,339,3026,0,Sin definición documental; conservar nombre original
