source,field,type,rows,nulls,distinct,numericNonNull,nonNumericNonNull,meaning
S08,Unnamed: 178,float64,4080,1054,1242,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 179,float64,4080,1054,1099,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 180,float64,4080,1054,1136,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 181,float64,4080,1054,1143,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 182,float64,4080,1054,375,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 183,float64,4080,1054,250,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 184,float64,4080,1054,2087,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 185,float64,4080,1054,251,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 186,float64,4080,1054,113,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 187,float64,4080,1054,1128,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 188,float64,4080,1054,92,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 189,float64,4080,1054,462,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 190,float64,4080,1054,959,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 191,float64,4080,1054,135,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 192,float64,4080,1054,316,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 193,float64,4080,1054,1028,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 194,float64,4080,1054,1131,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 195,float64,4080,1054,40,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 196,float64,4080,1054,1133,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 197,float64,4080,1054,1126,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 198,float64,4080,1054,67,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 199,float64,4080,1054,994,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 200,float64,4080,1054,749,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 201,float64,4080,1054,1132,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 202,float64,4080,1054,26,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 203,float64,4080,1054,1143,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 204,float64,4080,1054,65,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 205,float64,4080,1054,1149,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 206,float64,4080,1054,15,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 207,float64,4080,1054,1124,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 208,float64,4080,1054,618,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 209,float64,4080,1054,37,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 210,float64,4080,1054,1102,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 211,float64,4080,1054,1042,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 212,float64,4080,1054,835,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 213,float64,4080,1054,817,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 214,float64,4080,1054,396,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 215,float64,4080,1054,527,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 216,float64,4080,1054,943,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 217,float64,4080,1054,1104,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 218,float64,4080,1054,738,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 219,float64,4080,1054,725,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 220,float64,4080,1054,1105,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 221,float64,4080,1054,898,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 222,float64,4080,1054,783,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 223,float64,4080,1054,543,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 224,float64,4080,1054,398,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 225,float64,4080,1054,109,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 226,float64,4080,1054,140,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 227,float64,4080,1054,598,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 228,float64,4080,1054,55,3026,0,Sin definición documental; conservar nombre original
S08,Unnamed: 229,float64,4080,870,415,3210,0,Sin definición documental; conservar nombre original
S08,Unnamed: 230,float64,4080,847,908,3233,0,Sin definición documental; conservar nombre original
S08,Unnamed: 231,float64,4080,866,703,3214,0,Sin definición documental; conservar nombre original
S08,Unnamed: 232,float64,4080,847,822,3233,0,Sin definición documental; conservar nombre original
S08,Unnamed: 233,float64,4080,847,131,3233,0,Sin definición documental; conservar nombre original
S08,Unnamed: 234,float64,4080,847,1565,3233,0,Sin definición documental; conservar nombre original
S08,Unnamed: 235,float64,4080,847,1996,3233,0,Sin definición documental; conservar nombre original
S08,Unnamed: 236,float64,4080,866,921,3214,0,Sin definición documental; conservar nombre original
S08,Unnamed: 237,float64,4080,499,1916,3581,0,Sin definición documental; conservar nombre original
S09,SECCION,int64,3784,0,3784,3784,0,Nombre literal de la fuente
S09,PAN_24,float64,3784,23,477,3761,0,Nombre literal de la fuente
S09,PRI,float64,3784,29,387,3755,0,Nombre literal de la fuente
S09,PRD,float64,3784,29,64,3755,0,Nombre literal de la fuente
S09,PVEM,float64,3784,53,322,3731,0,Nombre literal de la fuente
S09,PT,float64,3784,169,158,3615,0,Nombre literal de la fuente
S09,MC_24,int64,3784,0,968,3784,0,Nombre literal de la fuente
S09,MORENA_24,float64,3784,19,764,3765,0,Nombre literal de la fuente
S09,MO_COAL24,int64,3784,0,885,3784,0,Nombre literal de la fuente
S09,HAGAMOS,float64,3784,54,230,3730,0,Nombre literal de la fuente
S09,FUTURO,float64,3784,182,216,3602,0,Nombre literal de la fuente
S09,CAND_IND1,float64,3784,3757,25,27,0,Nombre literal de la fuente
S09,CAND_IND2,float64,3784,3670,74,114,0,Nombre literal de la fuente
S09,PAN_PRI_PRD,float64,3784,29,86,3755,0,Nombre literal de la fuente
S09,PAN_PRI,float64,3784,29,39,3755,0,Nombre literal de la fuente
S09,PAN_PRD,float64,3784,29,11,3755,0,Nombre literal de la fuente
S09,PRI_PRD,float64,3784,29,12,3755,0,Nombre literal de la fuente
S09,PVEM_PT_MORENA_HAGAMOS_FUTURO,float64,3784,715,46,3069,0,Nombre literal de la fuente
S09,PVEM_PT_MORENA_HAGAMOS,float64,3784,715,18,3069,0,Nombre literal de la fuente
S09,PVEM_PT_MORENA_FUTURO,float64,3784,715,23,3069,0,Nombre literal de la fuente
S09,PVEM_PT_MORENA,float64,3784,715,56,3069,0,Nombre literal de la fuente
S09,PVEM_PT_HAGAMOS_FUTURO,float64,3784,715,11,3069,0,Nombre literal de la fuente
S09,PVEM_PT_HAGAMOS,float64,3784,715,10,3069,0,Nombre literal de la fuente
S09,PVEM_PT_FUTURO,float64,3784,715,9,3069,0,Nombre literal de la fuente
S09,PVEM_PT,float64,3784,715,13,3069,0,Nombre literal de la fuente
S09,PVEM_MORENA_HAGAMOS_FUTURO,float64,3784,715,13,3069,0,Nombre literal de la fuente
S09,PVEM_MORENA_HAGAMOS,float64,3784,715,12,3069,0,Nombre literal de la fuente
S09,PVEM_MORENA_FUTURO,float64,3784,715,17,3069,0,Nombre literal de la fuente
S09,PVEM_MORENA,float64,3784,715,35,3069,0,Nombre literal de la fuente
S09,PVEM_HAGAMOS_FUTURO,float64,3784,715,10,3069,0,Nombre literal de la fuente
S09,PVEM_HAGAMOS,float64,3784,715,10,3069,0,Nombre literal de la fuente
S09,PVEM_FUTURO,float64,3784,715,13,3069,0,Nombre literal de la fuente
S09,PT_MORENA_HAGAMOS_FUTURO,float64,3784,715,10,3069,0,Nombre literal de la fuente
S09,PT_MORENA_HAGAMOS,float64,3784,715,5,3069,0,Nombre literal de la fuente
S09,PT_MORENA_FUTURO,float64,3784,715,13,3069,0,Nombre literal de la fuente
S09,PT_MORENA,float64,3784,715,23,3069,0,Nombre literal de la fuente
S09,PT_HAGAMOS_FUTURO,float64,3784,715,5,3069,0,Nombre literal de la fuente
S09,PT_HAGAMOS,float64,3784,715,6,3069,0,Nombre literal de la fuente
S09,PT_FUTURO,float64,3784,715,6,3069,0,Nombre literal de la fuente
S09,MORENA_HAGAMOS_FUTURO,float64,3784,715,15,3069,0,Nombre literal de la fuente
S09,MORENA_HAGAMOS,float64,3784,715,21,3069,0,Nombre literal de la fuente
S09,MORENA_FUTURO,float64,3784,715,23,3069,0,Nombre literal de la fuente
S09,HAGAMOS_FUTURO,float64,3784,715,14,3069,0,Nombre literal de la fuente
S09,VOT_VALID,int64,3784,0,1662,3784,0,Nombre literal de la fuente
S09,VOT_CAN_NREG,int64,3784,0,38,3784,0,Nombre literal de la fuente
S09,VOT_NULO,int64,3784,0,154,3784,0,Nombre literal de la fuente
S09,TOT_VOT,int64,3784,0,1687,3784,0,Nombre literal de la fuente
S09,LIST_NOM,int64,3784,0,2215,3784,0,Nombre literal de la fuente
S10,SECCION,int64,3784,0,3784,3784,0,Nombre literal de la fuente
S10,PAN_24,float64,3784,23,477,3761,0,Nombre literal de la fuente
S10,PRI,float64,3784,29,387,3755,0,Nombre literal de la fuente
S10,PRD,float64,3784,29,64,3755,0,Nombre literal de la fuente
S10,PVEM,float64,3784,53,322,3731,0,Nombre literal de la fuente
S10,PT,float64,3784,169,158,3615,0,Nombre literal de la fuente
S10,MC,int64,3784,0,10,3784,0,Nombre literal de la fuente
S10,MC_24,int64,3784,0,968,3784,0,Nombre literal de la fuente
S10,MOR,float64,3784,19,10,3765,0,Nombre literal de la fuente
S10,MORENA_24,float64,3784,19,764,3765,0,Nombre literal de la fuente
S10,MORCOA,int64,3784,0,10,3784,0,Nombre literal de la fuente
S10,MO_COAL24,int64,3784,0,885,3784,0,Nombre literal de la fuente
S10,HAGAMOS,float64,3784,54,230,3730,0,Nombre literal de la fuente
S10,FUTURO,float64,3784,182,216,3602,0,Nombre literal de la fuente
S10,CAND_IND1,float64,3784,3757,25,27,0,Nombre literal de la fuente
S10,CAND_IND2,float64,3784,3670,74,114,0,Nombre literal de la fuente
S10,PAN_PRI_PRD,float64,3784,29,86,3755,0,Nombre literal de la fuente
S10,PAN_PRI,float64,3784,29,39,3755,0,Nombre literal de la fuente
S10,PAN_PRD,float64,3784,29,11,3755,0,Nombre literal de la fuente
S10,PRI_PRD,float64,3784,29,12,3755,0,Nombre literal de la fuente
S10,PVEM_PT_MORENA_HAGAMOS_FUTURO,float64,3784,715,46,3069,0,Nombre literal de la fuente
S10,PVEM_PT_MORENA_HAGAMOS,float64,3784,715,18,3069,0,Nombre literal de la fuente
S10,PVEM_PT_MORENA_FUTURO,float64,3784,715,23,3069,0,Nombre literal de la fuente
S10,PVEM_PT_MORENA,float64,3784,715,56,3069,0,Nombre literal de la fuente
S10,PVEM_PT_HAGAMOS_FUTURO,float64,3784,715,11,3069,0,Nombre literal de la fuente
S10,PVEM_PT_HAGAMOS,float64,3784,715,10,3069,0,Nombre literal de la fuente
S10,PVEM_PT_FUTURO,float64,3784,715,9,3069,0,Nombre literal de la fuente
S10,PVEM_PT,float64,3784,715,13,3069,0,Nombre literal de la fuente
S10,PVEM_MORENA_HAGAMOS_FUTURO,float64,3784,715,13,3069,0,Nombre literal de la fuente
S10,PVEM_MORENA_HAGAMOS,float64,3784,715,12,3069,0,Nombre literal de la fuente
S10,PVEM_MORENA_FUTURO,float64,3784,715,17,3069,0,Nombre literal de la fuente
S10,PVEM_MORENA,float64,3784,715,35,3069,0,Nombre literal de la fuente
S10,PVEM_HAGAMOS_FUTURO,float64,3784,715,10,3069,0,Nombre literal de la fuente
S10,PVEM_HAGAMOS,float64,3784,715,10,3069,0,Nombre literal de la fuente
S10,PVEM_FUTURO,float64,3784,715,13,3069,0,Nombre literal de la fuente
S10,PT_MORENA_HAGAMOS_FUTURO,float64,3784,715,10,3069,0,Nombre literal de la fuente
S10,PT_MORENA_HAGAMOS,float64,3784,715,5,3069,0,Nombre literal de la fuente
S10,PT_MORENA_FUTURO,float64,3784,715,13,3069,0,Nombre literal de la fuente
S10,PT_MORENA,float64,3784,715,23,3069,0,Nombre literal de la fuente
S10,PT_HAGAMOS_FUTURO,float64,3784,715,5,3069,0,Nombre literal de la fuente
S10,PT_HAGAMOS,float64,3784,715,6,3069,0,Nombre literal de la fuente
S10,PT_FUTURO,float64,3784,715,6,3069,0,Nombre literal de la fuente
S10,MORENA_HAGAMOS_FUTURO,float64,3784,715,15,3069,0,Nombre literal de la fuente
S10,MORENA_HAGAMOS,float64,3784,715,21,3069,0,Nombre literal de la fuente
S10,MORENA_FUTURO,float64,3784,715,23,3069,0,Nombre literal de la fuente
S10,HAGAMOS_FUTURO,float64,3784,715,14,3069,0,Nombre literal de la fuente
S10,VOT_VALID,int64,3784,0,1662,3784,0,Nombre literal de la fuente
S10,VOT_CAN_NREG,int64,3784,0,38,3784,0,Nombre literal de la fuente
S10,VOT_NULO,int64,3784,0,154,3784,0,Nombre literal de la fuente
S10,TOT_VOT,int64,3784,0,1687,3784,0,Nombre literal de la fuente
S10,LIST_NOM,int64,3784,0,2215,3784,0,Nombre literal de la fuente
S10,Unnamed: 51,float64,3784,3784,0,0,0,Sin definición documental; conservar nombre original
S10,Unnamed: 52,float64,3784,3784,0,0,0,Sin definición documental; conservar nombre original
S10,Unnamed: 53,float64,3784,3784,0,0,0,Sin definición documental; conservar nombre original
S10,DIGITOS,float64,3784,3775,9,9,0,Nombre literal de la fuente
S10,FRECUENCIA,float64,3784,3774,10,10,0,Nombre literal de la fuente
S10,RESULTADO,float64,3784,3772,12,12,0,Nombre literal de la fuente
S10,ESPERADO,float64,3784,3775,9,9,0,Nombre literal de la fuente
S10,MAD 2024,float64,3784,3775,9,9,0,Nombre literal de la fuente
S10,CALIFICACION,str,3784,3775,1,0,9,Nombre literal de la fuente
S10,MAD(mean absolute deviation),float64,3784,3775,9,9,0,Nombre literal de la fuente
S10,VALOR DE MAD,str,3784,3780,4,0,4,Nombre literal de la fuente
S10,Unnamed: 62,str,3784,3780,4,0,4,Sin definición documental; conservar nombre original
S11,SECCION,int64,2869,0,2869,2869,0,Nombre literal de la fuente
S11,ALTERADA,str,2869,0,2,0,2869,Nombre literal de la fuente
